Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,cogs,Date,Time,Payment,Rating
227-03-5010,A,Trichy,Member,Female,Home and lifestyle,52.59,8,21.036,441.756,420.72,3-22-2019,19:20,Credit card,8.5
649-29-6775,B,karur,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,33.52,02-08-2019,15:31,Cash,6.7
189-17-4241,A,Trichy,Normal,Female,Fashion accessories,87.67,2,8.767,184.107,175.34,03-10-2019,12:17,Credit card,7.7
145-94-9061,B,karur,Normal,Female,Food and beverages,88.36,5,22.09,463.89,441.8,1-25-2019,19:48,Cash,9.6
848-62-7243,A,Trichy,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,224.01,3-15-2019,15:36,Cash,7.4
871-79-8483,B,karur,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,470.65,2-25-2019,19:39,Credit card,4.8
149-71-6266,B,karur,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,702.63,1-28-2019,12:43,Cash,4.5
640-49-2076,B,karur,Normal,Male,Sports and travel,83.78,8,33.512,703.752,670.24,01-10-2019,14:49,Cash,5.1
595-11-5460,A,Trichy,Normal,Male,Health and beauty,96.58,2,9.658,202.818,193.16,3-15-2019,10:12,Credit card,5.1
183-56-6882,C,Chennai,Member,Female,Food and beverages,99.42,4,19.884,417.564,397.68,02-06-2019,10:42,Ewallet,7.5
232-16-2483,C,Chennai,Member,Female,Sports and travel,68.12,1,3.406,71.526,68.12,01-07-2019,12:28,Ewallet,6.8
129-29-8530,A,Trichy,Member,Male,Sports and travel,62.62,5,15.655,328.755,313.1,03-10-2019,19:15,Ewallet,7
272-65-1806,A,Trichy,Normal,Female,Electronic accessories,60.88,9,27.396,575.316,547.92,1-15-2019,17:17,Ewallet,4.7
333-73-7901,C,Chennai,Normal,Female,Health and beauty,54.92,8,21.968,461.328,439.36,3-23-2019,13:24,Ewallet,7.6
777-82-7220,B,karur,Member,Male,Home and lifestyle,30.12,8,12.048,253.008,240.96,03-03-2019,13:01,Cash,7.7
280-35-5823,B,karur,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,86.72,1-17-2019,18:45,Ewallet,7.9
554-53-8700,C,Chennai,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,112.22,02-02-2019,10:11,Cash,6.3
354-25-5821,B,karur,Member,Female,Sports and travel,69.12,6,20.736,435.456,414.72,02-08-2019,13:03,Cash,5.6
228-96-1411,C,Chennai,Member,Female,Food and beverages,98.7,8,39.48,829.08,789.6,03-04-2019,20:39,Cash,7.6
617-15-4209,C,Chennai,Member,Male,Health and beauty,15.37,2,1.537,32.277,30.74,3-16-2019,19:47,Cash,7.2
132-32-9879,B,karur,Member,Female,Electronic accessories,93.96,4,18.792,394.632,375.84,03-09-2019,18:00,Cash,9.5
370-41-7321,B,karur,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,510.21,2-27-2019,17:24,Credit card,8.4
727-46-3608,B,karur,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,180.09,02-06-2019,15:47,Ewallet,4.1
669-54-1719,B,karur,Member,Male,Electronic accessories,18.93,6,5.679,119.259,113.58,02-10-2019,12:45,Credit card,8.1
574-22-5561,C,Chennai,Member,Female,Fashion accessories,82.63,10,41.315,867.615,826.3,3-19-2019,17:08,Ewallet,7.9
326-78-5178,C,Chennai,Member,Male,Food and beverages,91.4,7,31.99,671.79,639.8,02-03-2019,10:19,Cash,9.5
162-48-8011,A,Trichy,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,222.95,02-10-2019,15:10,Cash,8.5
616-24-2851,B,karur,Member,Female,Fashion accessories,17.87,4,3.574,75.054,71.48,3-22-2019,14:42,Ewallet,6.5
778-71-5554,C,Chennai,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,15.43,1-25-2019,15:46,Credit card,6.1
242-55-6721,B,karur,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,32.32,03-07-2019,11:49,Ewallet,6.5
399-46-5918,C,Chennai,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,687.84,2-28-2019,19:01,Cash,8.2
106-35-6779,A,Trichy,Member,Male,Home and lifestyle,44.34,2,4.434,93.114,88.68,3-27-2019,11:26,Cash,5.8
635-40-6220,A,Trichy,Normal,Male,Health and beauty,89.6,8,35.84,752.64,716.8,02-07-2019,11:28,Ewallet,6.6
817-48-8732,A,Trichy,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,723.5,1-20-2019,15:55,Cash,5.4
120-06-4233,C,Chennai,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,183.66,03-12-2019,20:36,Cash,9.3
285-68-5083,C,Chennai,Member,Female,Sports and travel,24.74,3,3.711,77.931,74.22,2-15-2019,17:47,Credit card,10
803-83-5989,C,Chennai,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,334.38,2-24-2019,10:55,Ewallet,7
347-34-2234,B,karur,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,495.63,02-03-2019,13:40,Ewallet,10
199-75-8169,A,Trichy,Member,Male,Sports and travel,15.81,10,7.905,166.005,158.1,03-06-2019,12:27,Credit card,8.6
853-23-2453,B,karur,Member,Male,Health and beauty,75.74,4,15.148,318.108,302.96,2-14-2019,14:35,Cash,7.6
877-22-3308,A,Trichy,Member,Male,Health and beauty,15.87,10,7.935,166.635,158.7,3-13-2019,16:40,Cash,5.8
838-78-4295,C,Chennai,Normal,Female,Health and beauty,33.47,2,3.347,70.287,66.94,02-10-2019,15:43,Ewallet,6.7
109-28-2512,B,karur,Member,Female,Fashion accessories,97.61,6,29.283,614.943,585.66,01-07-2019,15:01,Ewallet,9.9
232-11-3025,A,Trichy,Normal,Male,Sports and travel,78.77,10,39.385,827.085,787.7,1-24-2019,10:04,Cash,6.4
382-03-4532,A,Trichy,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,18.33,02-02-2019,18:50,Cash,4.3
393-65-2792,C,Chennai,Normal,Male,Food and beverages,89.48,10,44.74,939.54,894.8,01-06-2019,12:46,Credit card,9.6
796-12-2025,C,Chennai,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,621.2,02-11-2019,16:19,Cash,5.9
510-95-6347,B,karur,Member,Female,Food and beverages,48.52,3,7.278,152.838,145.56,03-05-2019,18:17,Ewallet,4
841-35-6630,C,Chennai,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,455.46,03-09-2019,18:21,Cash,8.7
287-21-9091,A,Trichy,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,672.03,1-22-2019,10:55,Ewallet,9.4
732-94-0499,C,Chennai,Normal,Female,Electronic accessories,41.65,10,20.825,437.325,416.5,1-13-2019,17:04,Credit card,5.4
263-10-3913,C,Chennai,Member,Male,Fashion accessories,49.04,9,22.068,463.428,441.36,01-09-2019,14:20,Credit card,8.6
381-20-0914,A,Trichy,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,180.09,01-12-2019,15:48,Credit card,5.7
829-49-1914,C,Chennai,Member,Female,Food and beverages,78.31,10,39.155,822.255,783.1,03-05-2019,16:24,Ewallet,6.6
756-01-7507,C,Chennai,Normal,Female,Health and beauty,20.38,5,5.095,106.995,101.9,1-22-2019,18:56,Cash,6
870-72-4431,C,Chennai,Normal,Female,Health and beauty,99.19,6,29.757,624.897,595.14,1-21-2019,14:42,Credit card,5.5
847-38-7188,B,karur,Normal,Female,Food and beverages,96.68,3,14.502,304.542,290.04,1-26-2019,19:56,Ewallet,6.4
480-63-2856,C,Chennai,Normal,Male,Food and beverages,19.25,8,7.7,161.7,154,1-23-2019,18:37,Ewallet,6.6
787-56-0757,C,Chennai,Member,Female,Food and beverages,80.36,4,16.072,337.512,321.44,2-23-2019,18:45,Credit card,8.3
360-39-5055,C,Chennai,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,244.55,03-09-2019,10:17,Cash,6.6
730-50-9884,C,Chennai,Normal,Female,Sports and travel,83.06,7,29.071,610.491,581.42,03-05-2019,14:31,Ewallet,4
362-58-8315,C,Chennai,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,382.6,3-25-2019,10:23,Cash,9.9
633-44-8566,A,Trichy,Member,Male,Food and beverages,49.38,7,17.283,362.943,345.66,3-27-2019,20:35,Credit card,7.3
504-35-8843,A,Trichy,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,42.47,01-02-2019,16:57,Cash,5.7
318-68-5053,B,karur,Normal,Female,Health and beauty,76.99,6,23.097,485.037,461.94,2-27-2019,17:55,Cash,6.1
565-80-5980,C,Chennai,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,189.52,1-23-2019,10:25,Cash,7.1
225-32-0908,C,Chennai,Normal,Female,Sports and travel,44.86,10,22.43,471.03,448.6,1-26-2019,19:54,Ewallet,8.2
873-51-0671,A,Trichy,Member,Female,Sports and travel,21.98,7,7.693,161.553,153.86,01-10-2019,16:42,Ewallet,5.1
152-08-9985,B,karur,Member,Male,Health and beauty,64.36,9,28.962,608.202,579.24,03-12-2019,12:09,Credit card,8.6
512-91-0811,C,Chennai,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,89.75,02-06-2019,20:05,Credit card,6.6
594-34-4444,A,Trichy,Normal,Male,Electronic accessories,97.16,1,4.858,102.018,97.16,03-08-2019,20:38,Ewallet,7.2
766-85-7061,B,karur,Normal,Male,Health and beauty,87.87,10,43.935,922.635,878.7,3-29-2019,10:25,Ewallet,5.1
871-39-9221,C,Chennai,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,74.7,02-09-2019,13:11,Cash,4.1
865-92-6136,A,Trichy,Normal,Male,Food and beverages,52.75,3,7.9125,166.1625,158.25,3-23-2019,10:16,Ewallet,9.3
733-01-9107,B,karur,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,496.2,03-05-2019,18:14,Cash,7.4
163-56-7055,C,Chennai,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,48.71,3-26-2019,19:20,Cash,4.1
189-98-2939,C,Chennai,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,706.95,03-01-2019,13:22,Cash,7.2
551-21-3069,C,Chennai,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,207.63,02-01-2019,11:27,Cash,4.9
212-62-1842,A,Trichy,Normal,Male,Food and beverages,58.26,6,17.478,367.038,349.56,3-28-2019,16:44,Cash,9.9
716-39-1409,B,karur,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,212.45,3-19-2019,18:19,Cash,8
704-48-3927,A,Trichy,Member,Male,Electronic accessories,88.67,10,44.335,931.035,886.7,01-12-2019,14:50,Ewallet,7.3
628-34-3388,C,Chennai,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,164.28,01-05-2019,20:54,Credit card,7.9
630-74-5166,A,Trichy,Normal,Male,Sports and travel,62.13,6,18.639,391.419,372.78,3-22-2019,20:19,Cash,7.4
588-01-7461,C,Chennai,Normal,Female,Food and beverages,33.98,9,15.291,321.111,305.82,3-24-2019,10:43,Cash,4.2
861-77-0145,C,Chennai,Member,Male,Electronic accessories,81.97,10,40.985,860.685,819.7,03-03-2019,14:30,Cash,9.2
479-26-8945,B,karur,Member,Female,Sports and travel,16.49,2,1.649,34.629,32.98,02-05-2019,11:32,Ewallet,4.6
210-67-5886,C,Chennai,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,294.63,02-05-2019,10:41,Credit card,7.8
227-78-1148,B,karur,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,509.88,2-15-2019,12:44,Cash,8.4
645-44-1170,A,Trichy,Member,Male,Home and lifestyle,58.07,9,26.1315,548.7615,522.63,1-19-2019,20:07,Ewallet,4.3
237-01-6122,C,Chennai,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,727.11,02-01-2019,20:31,Credit card,9.5
225-98-1496,C,Chennai,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,81.06,03-02-2019,13:01,Credit card,7.1
291-32-1427,B,karur,Member,Male,Fashion accessories,21.94,5,5.485,115.185,109.7,03-05-2019,12:29,Ewallet,5.3
659-65-8956,B,karur,Member,Male,Fashion accessories,51.36,1,2.568,53.928,51.36,1-16-2019,15:26,Ewallet,5.2
642-32-2990,A,Trichy,Normal,Female,Food and beverages,10.96,10,5.48,115.08,109.6,02-02-2019,20:48,Ewallet,6
378-24-2715,B,karur,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,106.88,1-20-2019,20:38,Ewallet,4.1
638-60-7125,A,Trichy,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,796.48,2-14-2019,17:03,Credit card,5.2
659-36-1684,C,Chennai,Member,Male,Sports and travel,57.12,7,19.992,419.832,399.84,01-12-2019,12:02,Credit card,6.5
219-22-9386,B,karur,Member,Male,Sports and travel,99.96,9,44.982,944.622,899.64,03-09-2019,17:26,Credit card,4.2
336-78-2147,C,Chennai,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,511.28,3-13-2019,19:52,Credit card,4.6
268-27-6179,B,karur,Member,Female,Fashion accessories,56.47,8,22.588,474.348,451.76,03-09-2019,14:57,Ewallet,7.3
668-90-8900,A,Trichy,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,655.83,03-10-2019,18:44,Credit card,4.5
870-54-3162,A,Trichy,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,161.25,1-27-2019,13:26,Cash,9
189-08-9157,C,Chennai,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,285.57,01-08-2019,16:17,Credit card,5.9
663-86-9076,C,Chennai,Member,Female,Food and beverages,68.54,8,27.416,575.736,548.32,01-08-2019,15:57,Ewallet,8.5
549-84-7482,B,karur,Normal,Female,Sports and travel,90.28,9,40.626,853.146,812.52,02-08-2019,11:15,Ewallet,7.2
191-10-6171,B,karur,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,277.34,1-25-2019,13:18,Cash,7.5
802-70-5316,A,Trichy,Member,Female,Sports and travel,92.13,6,27.639,580.419,552.78,03-06-2019,20:34,Cash,8.3
695-51-0018,B,karur,Normal,Female,Sports and travel,34.84,4,6.968,146.328,139.36,02-10-2019,18:36,Cash,7.4
590-83-4591,B,karur,Member,Male,Electronic accessories,87.45,6,26.235,550.935,524.7,2-17-2019,14:40,Credit card,8.8
483-71-1164,C,Chennai,Normal,Female,Health and beauty,81.3,6,24.39,512.19,487.8,03-08-2019,16:43,Ewallet,5.3
597-78-7908,C,Chennai,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,270.66,2-18-2019,19:39,Cash,6.2
700-81-1757,A,Trichy,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,131.55,1-18-2019,20:59,Credit card,8.8
354-39-5160,A,Trichy,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,206.52,2-18-2019,15:39,Cash,9.8
241-72-9525,B,karur,Normal,Male,Sports and travel,51.91,10,25.955,545.055,519.1,2-16-2019,12:21,Cash,8.2
575-30-8091,A,Trichy,Normal,Male,Sports and travel,72.5,8,29,609,580,3-16-2019,19:25,Ewallet,9.2
731-81-9469,C,Chennai,Member,Female,Sports and travel,89.8,10,44.9,942.9,898,1-23-2019,13:00,Credit card,5.4
280-17-4359,C,Chennai,Member,Male,Health and beauty,90.5,10,45.25,950.25,905,1-25-2019,13:48,Cash,8.1
338-65-2210,C,Chennai,Member,Female,Health and beauty,68.6,10,34.3,720.3,686,02-05-2019,19:57,Cash,9.1
488-25-4221,C,Chennai,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,30.41,2-22-2019,10:36,Credit card,8.4
239-10-7476,A,Trichy,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,467.7,1-21-2019,16:37,Ewallet,8
458-41-1477,C,Chennai,Normal,Female,Health and beauty,46.26,6,13.878,291.438,277.56,03-08-2019,17:11,Credit card,9.5
685-64-1609,A,Trichy,Member,Female,Fashion accessories,30.14,10,15.07,316.47,301.4,02-10-2019,12:28,Ewallet,9.2
568-90-5112,C,Chennai,Normal,Male,Health and beauty,66.14,4,13.228,277.788,264.56,3-19-2019,12:46,Credit card,5.6
262-47-2794,B,karur,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,574.88,03-06-2019,15:07,Credit card,6.2
238-49-0436,A,Trichy,Normal,Male,Health and beauty,32.46,8,12.984,272.664,259.68,3-27-2019,13:48,Credit card,4.9
608-96-3517,B,karur,Member,Female,Fashion accessories,91.54,4,18.308,384.468,366.16,3-23-2019,19:20,Credit card,4.8
584-86-7256,C,Chennai,Member,Male,Sports and travel,34.56,7,12.096,254.016,241.92,03-11-2019,16:07,Credit card,7.3
746-94-0204,A,Trichy,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,749.16,1-29-2019,11:56,Credit card,7.4
214-17-6927,C,Chennai,Normal,Female,Food and beverages,16.48,6,4.944,103.824,98.88,02-07-2019,18:23,Ewallet,9.9
400-89-4171,C,Chennai,Normal,Female,Sports and travel,80.97,8,32.388,680.148,647.76,1-28-2019,13:05,Cash,9.3
782-95-9291,A,Trichy,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,461.45,2-20-2019,15:55,Credit card,9
279-74-2924,B,karur,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,72.17,01-04-2019,19:40,Cash,6.1
307-85-2293,B,karur,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,251.4,03-07-2019,13:58,Ewallet,9.7
743-04-1105,B,karur,Member,Male,Health and beauty,97.22,9,43.749,918.729,874.98,3-30-2019,14:43,Ewallet,6
423-57-2993,B,karur,Normal,Male,Sports and travel,93.39,6,28.017,588.357,560.34,3-27-2019,19:18,Ewallet,10
894-41-5205,C,Chennai,Normal,Female,Food and beverages,43.18,8,17.272,362.712,345.44,1-19-2019,19:39,Credit card,8.3
275-28-0149,A,Trichy,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,63.69,2-25-2019,16:21,Cash,6
101-17-6199,A,Trichy,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,320.53,3-13-2019,19:44,Credit card,7
423-80-0988,C,Chennai,Normal,Male,Sports and travel,76.4,2,7.64,160.44,152.8,1-30-2019,19:42,Ewallet,6.5
548-46-9322,B,karur,Normal,Male,Food and beverages,39.9,10,19.95,418.95,399,2-20-2019,15:24,Credit card,5.9
505-02-0892,B,karur,Member,Male,Health and beauty,42.57,8,17.028,357.588,340.56,2-25-2019,14:12,Ewallet,5.6
234-65-2137,C,Chennai,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,955.8,1-16-2019,13:32,Cash,4.8
687-47-8271,A,Trichy,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,989.8,02-08-2019,16:20,Credit card,8.7
796-32-9050,A,Trichy,Normal,Male,Food and beverages,51.28,6,15.384,323.064,307.68,1-19-2019,16:31,Cash,6.5
105-31-1824,A,Trichy,Member,Male,Sports and travel,69.52,7,24.332,510.972,486.64,02-01-2019,15:10,Credit card,8.5
249-42-3782,A,Trichy,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,350.05,01-03-2019,11:36,Ewallet,5.5
316-55-4634,B,karur,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,400.25,1-26-2019,12:45,Credit card,9.4
733-33-4967,C,Chennai,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,166.8,03-03-2019,19:17,Cash,6.3
608-27-6295,B,karur,Member,Male,Electronic accessories,52.89,6,15.867,333.207,317.34,1-19-2019,17:34,Credit card,9.8
414-12-7047,B,karur,Normal,Male,Food and beverages,19.79,8,7.916,166.236,158.32,1-18-2019,12:04,Ewallet,8.7
827-26-2100,A,Trichy,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,304.56,3-21-2019,16:21,Ewallet,8.8
175-54-2529,A,Trichy,Member,Male,Food and beverages,22.17,8,8.868,186.228,177.36,03-03-2019,17:01,Credit card,9.6
139-52-2867,C,Chennai,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,157.57,2-13-2019,10:50,Credit card,4.8
407-63-8975,A,Trichy,Normal,Male,Food and beverages,73.88,6,22.164,465.444,443.28,3-23-2019,19:16,Ewallet,4.4
342-65-4817,C,Chennai,Member,Male,Health and beauty,86.8,3,13.02,273.42,260.4,1-28-2019,16:47,Ewallet,9.9
130-98-8941,C,Chennai,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,449.82,02-09-2019,10:00,Cash,5.7
434-83-9547,C,Chennai,Member,Male,Food and beverages,38.47,8,15.388,323.148,307.76,1-23-2019,11:51,Cash,7.7
851-28-6367,A,Trichy,Member,Male,Sports and travel,15.5,10,7.75,162.75,155,3-23-2019,10:55,Ewallet,8
824-88-3614,C,Chennai,Normal,Male,Health and beauty,34.31,8,13.724,288.204,274.48,1-25-2019,15:00,Ewallet,5.7
586-25-0848,A,Trichy,Normal,Female,Sports and travel,12.34,7,4.319,90.699,86.38,03-04-2019,11:19,Credit card,6.7
895-66-0685,B,karur,Member,Male,Food and beverages,18.08,3,2.712,56.952,54.24,03-05-2019,19:46,Ewallet,8
305-14-0245,B,karur,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,755.92,03-03-2019,19:00,Ewallet,7.5
732-04-5373,B,karur,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,185.88,02-08-2019,10:53,Cash,7
400-60-7251,A,Trichy,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,74.07,02-10-2019,12:50,Ewallet,9.9
593-65-1552,C,Chennai,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,279.24,1-28-2019,20:50,Credit card,5.9
284-34-9626,B,karur,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,231.12,02-11-2019,10:39,Credit card,7.2
437-58-8131,B,karur,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,147.04,1-15-2019,13:41,Ewallet,4.6
286-43-6208,C,Chennai,Normal,Female,Food and beverages,87.8,9,39.51,829.71,790.2,3-16-2019,19:08,Cash,9.2
641-43-2399,B,karur,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,102.2,1-26-2019,20:23,Ewallet,5.7
831-07-6050,A,Trichy,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,163.55,3-19-2019,11:30,Credit card,9.9
556-86-3144,C,Chennai,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,74.29,1-13-2019,19:30,Cash,5
848-24-9445,C,Chennai,Member,Male,Health and beauty,43.7,2,4.37,91.77,87.4,3-26-2019,18:03,Cash,4.9
856-22-8149,A,Trichy,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,25.29,3-23-2019,10:13,Ewallet,6.1
699-01-4164,C,Chennai,Normal,Male,Health and beauty,41.5,4,8.3,174.3,166,03-12-2019,19:58,Credit card,8.2
420-11-4919,C,Chennai,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,356.95,2-17-2019,19:57,Credit card,5.5
606-80-4905,C,Chennai,Member,Female,Sports and travel,19.15,6,5.745,120.645,114.9,1-29-2019,10:01,Credit card,6.8
542-41-0513,B,karur,Member,Female,Electronic accessories,57.49,4,11.498,241.458,229.96,3-15-2019,11:57,Cash,6.6
426-39-2418,C,Chennai,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,429.87,1-14-2019,10:02,Cash,9.8
875-46-5808,B,karur,Member,Male,Health and beauty,25.9,10,12.95,271.95,259,02-06-2019,14:51,Ewallet,8.7
394-43-4238,B,karur,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,88.85,2-15-2019,12:42,Credit card,5.4
749-24-1565,A,Trichy,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,207.27,01-03-2019,12:02,Ewallet,7.9
672-51-8681,C,Chennai,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,599.85,01-04-2019,18:19,Credit card,9.7
263-87-5680,C,Chennai,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,285.3,3-18-2019,17:38,Ewallet,7.8
573-58-9734,B,karur,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,91.11,3-28-2019,13:41,Ewallet,5.1
817-69-8206,B,karur,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,897.57,03-02-2019,19:42,Credit card,6.5
